Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item,Claim Amount,Status,Close Amount,Disposition,Day Difference,Amount Differences
0729154M,2003-07-29 00:00:00,2003-07-18 00:00:00,IND,Indianapolis International,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,180.0,Settled,30.0,Settle,11.0,150.0
2012102598150,2012-09-17 00:00:00,2012-08-31 00:00:00,TPA,Tampa International,USAir  ,Passenger Property Loss,Checkpoint,Clothing; Office Equipment & Supplies,0.0,Deny,,,17.0,
0822028M,2003-08-22 00:00:00,2003-07-26 00:00:00,SNA,John Wayne,,Passenger Property Loss,Checked Baggage,Other,169.94,Canceled,0.0,,27.0,169.94
2007041924249,2007-04-19 00:00:00,2007-04-02 00:00:00,ORF,Norfolk International,American Airlines,Property Damage,Checkpoint,Cell Phones; Other,110.0,Approved,110.0,Approve in Full,17.0,0.0
2012042493157,2012-03-26 00:00:00,2012-03-16 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,American Airlines  ,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,178.0,Settle,,,10.0,
2006121917382,2006-12-04 00:00:00,2006-11-13 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Jet Blue,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.),510.0,Denied,0.0,Deny,21.0,510.0
2011032481393,2011-02-28 00:00:00,2011-02-01 00:00:00,CID,Eastern Iowa,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Medical/Science,0.0,Deny,,,27.0,
2015031921354,2015-03-19 00:00:00,2015-02-07 00:00:00,IAD,Washington Dulles International,Ethopian Airlines,Passenger Property Loss,Checked Baggage,Clothing; Travel Accessories,0.0,Deny,,,40.0,
2010121778823,2010-12-07 00:00:00,2010-09-26 00:00:00,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Property Damage,Checked Baggage,Crafting & Hobby,0.0,Deny,,,72.0,
2004062256987,2004-05-27 00:00:00,2004-05-06 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),50.0,Approved,50.0,Approve in Full,21.0,0.0
2015072324172,2015-07-20 00:00:00,2015-07-16 00:00:00,RAP,Rapid City Regional,UAL,Property Damage,Checked Baggage,Other; Travel Accessories,,,,,4.0,
2007071928688,2007-07-17 00:00:00,2007-07-07 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Luggage (all types including footlockers),200.0,Canceled,0.0,,10.0,200.0
0219654M,2004-02-19 00:00:00,2004-10-11 00:00:00,MSY,New Orleans International,,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,80.0,Settled,70.0,Settle,-235.0,10.0
0507038L,2003-05-07 00:00:00,2003-04-22 00:00:00,,,,Passenger Property Loss,Checkpoint,Other,100.0,Canceled,,,15.0,
2007041023667,2007-04-06 00:00:00,2006-12-28 00:00:00,JAX,Jacksonville International,Delta Air Lines,Passenger Property Loss,Checkpoint,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,150.0,Approved,150.0,Approve in Full,99.0,0.0
2009030755950,2009-02-18 00:00:00,2008-11-23 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,,Property Damage,Checkpoint,,100.0,Denied,0.0,Deny,87.0,100.0
2004061555845,2004-06-15 00:00:00,2004-04-26 00:00:00,MDW,Midway International Airport,,Passenger Property Loss,Checkpoint,Jewelry - Fine,1300.0,Denied,0.0,Deny,50.0,1300.0
2010102677396,2010-10-19 00:00:00,2010-09-04 15:48:00,DTW,Detroit Metropolitan Wayne County Airport,Spirit Airlines,Passenger Property Loss,Checked Baggage,Cameras,0.0,Deny,,,44.0,
2005050484097,2005-05-03 00:00:00,2005-03-21 00:00:00,BOS,Boston (Logan) International Airport,,Property Damage,Checked Baggage,Computer - Laptop,875.0,Denied,0.0,Deny,43.0,875.0
2007092032327,2007-09-19 00:00:00,2007-09-12 00:00:00,SAN,San Diego International,Midwest Express Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Luggage (all types including footlockers); Other,300.0,Denied,0.0,Deny,7.0,300.0
2011120289325,2011-11-16 00:00:00,2011-10-18 00:00:00,SNA,John Wayne,Southwest Airlines  ,Property Damage,Checked Baggage,Personal Electronics,324.42,Approve in Full,,,29.0,
2006061908153,2006-06-16 00:00:00,2006-05-18 00:00:00,RSW,Southwest Florida International,Jet Blue,Passenger Property Loss,Checked Baggage,Cell Phones; Clothing - Shoes; belts; accessories; etc.,129.0,Approved,129.0,Approve in Full,29.0,0.0
2010010867347,2009-12-30 00:00:00,2009-11-02 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,DVD/CD Players; Handbags & Purses (leather or fabric),546.95,Settled,514.73,Settle,58.0,32.22000000000003
2005040581599,2005-03-31 00:00:00,2005-02-07 00:00:00,LAX,Los Angeles International Airport,Virgin Atlantic,Passenger Property Loss,Checkpoint,Jewelry - Fine,5400.0,Denied,0.0,Deny,52.0,5400.0
2006042705407,2006-04-25 00:00:00,2006-02-28 00:00:00,PBI,Palm Beach International,Continental Airlines,Personal Injury,Checkpoint,,500.0,Denied,0.0,Deny,56.0,500.0
2014060214325,2014-05-22 00:00:00,2014-05-21 00:00:00,SAN,San Diego International,American Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,0.0,Deny,,,1.0,
0210090M,2004-02-10 00:00:00,2004-01-19 00:00:00,MIA,Miami International Airport,USAir,Passenger Property Loss,Checked Baggage,Jewelry - Fine,464.0,Settled,232.0,Settle,22.0,232.0
2015062923537,2015-06-23 00:00:00,2015-06-21 00:00:00,MIA,Miami International Airport,TAM airlines,Passenger Property Loss,Checked Baggage,Automobile Parts & Accessories,0.0,Deny,,,2.0,
2010062172853,2010-06-14 00:00:00,2010-05-30 00:00:00,ORF,Norfolk International,Southwest Airlines  ,Property Damage,Checked Baggage,,0.0,Deny,,,15.0,
2004122270558,2004-12-07 00:00:00,2004-11-14 00:00:00,SWF,Stewart  Field,,Property Damage,Checked Baggage,Luggage (all types including footlockers),76.44,Settled,50.0,Settle,23.0,26.439999999999998
2004122169847,2004-11-04 00:00:00,2004-10-22 00:00:00,LAS,McCarran International,,Passenger Property Loss,Checkpoint,Clothing - Shoes; belts; accessories; etc.,250.0,Approved,250.0,Approve in Full,13.0,0.0
2005010472433,2004-12-14 00:00:00,2004-11-21 00:00:00,BGM,Greater Binghamton Airport,USAir,Passenger Property Loss,Checked Baggage,Other,284.09,Denied,0.0,Deny,23.0,284.09
2007072729235,2007-07-02 00:00:00,2007-07-25 00:00:00,PHL,Philadelphia International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,500.0,Denied,0.0,Deny,-23.0,500.0
2005111896272,2005-11-09 00:00:00,2005-09-29 00:00:00,LBB,Lubbock International,,Passenger Property Loss,Checked Baggage,Other,35.0,Denied,0.0,Deny,41.0,35.0
2011121489624,2011-11-28 00:00:00,2011-10-21 00:00:00,F,Foreign airport,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.0,Deny,,,38.0,
2007112735544,2007-11-26 00:00:00,2007-11-23 00:00:00,MOB,Mobile Regional,Northwest Airlines,Passenger Property Loss,Checked Baggage,DVD/CD Players; Other,93.54,Settled,46.77,Settle,3.0,46.77
1009010M,2003-10-09 00:00:00,2003-09-17 00:00:00,LAX,Los Angeles International Airport,,Passenger Property Loss,Checked Baggage,Jewelry - Fine,239.0,Approved,239.0,Approve in Full,22.0,0.0
2015080724679,2015-08-05 00:00:00,2015-06-09 00:00:00,TXK,Texarkana Regional Airport,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.0,Deny,,,57.0,
2005012874730,2005-01-11 00:00:00,2004-11-20 00:00:00,CVG,Cincinnati/Northern Kentucky International,Delta Air Lines,Property Damage,Checked Baggage,Other,30.0,Approved,30.0,Approve in Full,52.0,0.0
2004060754915,2004-05-05 00:00:00,2004-04-25 00:00:00,MCO,Orlando International Airport,USAir,Property Damage,Checked Baggage,Luggage (all types including footlockers),10.86,Approved,10.86,Approve in Full,10.0,0.0
2009032056702,2009-03-23 00:00:00,2009-02-26 00:00:00,BTV,Burlington; VT,UAL,Passenger Property Loss,Checkpoint,Clothing - Shoes; belts; accessories; etc.,99.99,Denied,0.0,Deny,25.0,99.99
2005020175279,2005-01-19 00:00:00,2005-01-03 00:00:00,MSN,Dane County Regional (Madison),Northwest Airlines,Property Damage,Checked Baggage,Locks,3.16,Approved,3.16,Approve in Full,16.0,0.0
2008080547969,2008-07-30 00:00:00,2008-05-02 00:00:00,RSW,Southwest Florida International,Continental Airlines,Passenger Property Loss,Checked Baggage,Brushes - Hair; Clothes; etc.,25.0,Denied,0.0,Deny,89.0,25.0
2005110395578,2005-10-25 00:00:00,2005-10-09 00:00:00,BOS,Boston (Logan) International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,85.0,Approved,85.0,Approve in Full,16.0,0.0
2011091586973,2011-08-23 00:00:00,2011-06-13 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,UAL  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,2199.0,Approve in Full,,,71.0,
2011011079431,2010-12-27 00:00:00,2010-09-10 16:30:00,OGG,Kahului-Maui; HI,,Property Damage,Checkpoint,Jewelry & Watches,55.0,Approve in Full,,,107.0,
2006040404015,2006-03-24 00:00:00,2005-03-12 00:00:00,SBN,South Bend Regional,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,435.59,Denied,0.0,Deny,377.0,435.59
2005051084354,2005-05-09 00:00:00,2005-04-19 00:00:00,CLT,Charlotte/Douglas International Airport,USAir,Passenger Property Loss,Checked Baggage,Cameras - Digital,467.97,Settled,211.38,Settle,20.0,256.59000000000003
2008090249365,2008-08-27 00:00:00,2008-08-16 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,USAir,Passenger Property Loss,Checked Baggage,Other,31.8,Denied,0.0,Deny,11.0,31.8
2005060385747,2005-05-24 00:00:00,2005-05-04 00:00:00,LAS,McCarran International,Continental Airlines,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,811.88,Denied,0.0,Deny,20.0,811.88
2004051151105,2004-04-01 00:00:00,2003-10-30 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,45.0,Approved,45.0,Approve in Full,154.0,0.0
2010071373622,2010-07-06 00:00:00,2010-06-16 00:00:00,PHL,Philadelphia International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Cosmetics & Grooming,,,,,20.0,
0114012M,2004-01-14 00:00:00,2003-12-06 00:00:00,GEG,Spokane International,America West,,Checked Baggage,Other,25.92,Approved,25.92,Approve in Full,39.0,0.0
2006030702715,2006-03-03 00:00:00,2006-02-10 00:00:00,LGB,Long Beach,American Airlines,Passenger Property Loss,Checked Baggage,Other,29.97,Approved,29.97,Approve in Full,21.0,0.0
2010030669132,2010-02-25 00:00:00,2010-01-06 22:00:00,SMF,Sacramento International Airport,Mexicana  ,Passenger Property Loss,Checked Baggage,Audio/Video,0.0,Deny,,,49.0,
2005032579858,2005-03-24 00:00:00,2005-02-25 00:00:00,ITO,Hilo International,Aloha Airlines,Passenger Property Loss,Checked Baggage,Other,13.55,Approved,13.55,Approve in Full,27.0,0.0
2008020539107,2008-01-28 00:00:00,2007-10-20 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cell Phones; Other,148.98,Denied,0.0,Deny,100.0,148.98
2013022502000,2013-02-11 00:00:00,2013-01-25 00:00:00,FLL,Ft. Lauderdale-Hollywood International,American Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,0.0,Deny,,,17.0,
2011032881405,2011-02-28 00:00:00,2011-02-05 00:00:00,SJC,Norman Y Mineta San Jose International,Southwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,0.0,Deny,,,23.0,
0226001L,2003-02-26 00:00:00,,,,,,Other,Jewelry - Fine,,Denied,0.0,Deny,,
0219560M,2004-02-19 00:00:00,2004-01-28 00:00:00,BOS,Boston (Logan) International Airport,USAir,,Checked Baggage,Eyeglasses - (including contact lenses),164.0,Settled,82.0,Settle,22.0,82.0
2004060754834,2004-05-04 00:00:00,2004-03-07 00:00:00,,,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,2500.0,Denied,0.0,Deny,58.0,2500.0
2008010937607,2008-01-04 00:00:00,2007-12-28 00:00:00,DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Locks,9.0,Denied,0.0,Deny,7.0,9.0
2014092116838,2014-09-04 00:00:00,2014-08-09 00:00:00,,,,Passenger Property Loss,Checked Baggage,,,,,,26.0,
2004100564549,2004-08-25 00:00:00,2004-07-29 00:00:00,,,,Property Damage,Checked Baggage,Computer - Laptop,200.0,Insufficient; one of the following items required: sum certain; statement of fact; signature; location of incident; and date.,,,27.0,
2006081110857,2006-08-09 00:00:00,2006-07-18 00:00:00,TPA,Tampa International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses); Jewelry - Fine,593.84,Denied,0.0,Deny,22.0,593.84
2005051384679,2005-05-12 00:00:00,2005-05-07 00:00:00,ORD,Chicago O'Hare International Airport,,Passenger Property Loss,Checked Baggage,Computer - Laptop,200.0,Denied,0.0,Deny,5.0,200.0
2007021220820,2007-02-12 00:00:00,2007-01-27 00:00:00,SWF,Stewart  Field,AirTran Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,2000.0,Denied,0.0,Deny,16.0,2000.0
21647,2002-12-10 00:00:00,2002-11-29 00:00:00,LGA,LaGuardia,American Airlines,,Other,Eyeglasses - (including contact lenses),525.0,Denied,0.0,Deny,11.0,525.0
2005083091835,2005-08-23 00:00:00,2005-04-16 00:00:00,MCO,Orlando International Airport,Southwest Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,25.4,Denied,0.0,Deny,129.0,25.4
2012022191203,2012-02-21 00:00:00,2012-01-21 12:15:00,PHX,Phoenix Sky Harbor International,USAir  ,Passenger Property Loss,Checkpoint,Clothing,53.56,Approve in Full,,,30.0,
2009080762397,2009-08-06 00:00:00,2009-07-25 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines,Passenger Property Loss,Checked Baggage,Computer - Laptop,78.01,Denied,0.0,Deny,12.0,78.01
2010082675371,2010-08-20 00:00:00,2010-08-04 00:00:00,GPI,Glacier Park Int.; Kalispell; MT,UAL  ,Property Damage,Checked Baggage,Cameras,31.42,Approve in Full,,,16.0,
2005110295522,2005-10-25 00:00:00,2005-09-19 00:00:00,LAX,Los Angeles International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Cell Phones,397.97,Denied,0.0,Deny,36.0,397.97
2007012519511,2007-01-16 00:00:00,2007-01-03 00:00:00,,,,Property Damage,Checked Baggage,Other,50.0,Insufficient; one of the following items required: sum certain; statement of fact; signature; location of incident; and date.,,,13.0,
2004091362708,2004-08-10 00:00:00,2004-07-10 00:00:00,CVG,Cincinnati/Northern Kentucky International,Delta Air Lines,Passenger Theft,Checked Baggage,Locks,10.77,Approved,10.77,Approve in Full,31.0,0.0
2010080574437,2010-07-27 00:00:00,2010-06-05 17:25:00,ATL,Hartsfield-Jackson Atlanta International Airport,AirTran Airlines,Property Damage,Checked Baggage,Other,0.0,Deny,,,51.0,
0114546M,2004-01-14 00:00:00,2003-12-22 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Other,21.18,Approved,21.18,Approve in Full,23.0,0.0
2007052925949,2007-05-21 00:00:00,2007-04-29 00:00:00,BOS,Boston (Logan) International Airport,Alitalia,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Toys (game systems; cartridges; radio controlled cars; etc.),560.0,Denied,0.0,Deny,22.0,560.0
0603115L,2003-06-03 00:00:00,2003-05-16 00:00:00,PHL,Philadelphia International Airport,USAir,Property Damage,Checked Baggage,Locks,65.0,Denied,0.0,Deny,18.0,65.0
2004112967938,2004-10-14 00:00:00,2004-10-03 00:00:00,ORD,Chicago O'Hare International Airport,,Passenger Property Loss,Checkpoint,Jewelry - Fine,32.0,Approved,32.0,Approve in Full,11.0,0.0
2004110466373,2004-09-30 00:00:00,2004-09-08 00:00:00,IAD,Washington Dulles International,UAL,Passenger Property Loss,Checked Baggage,Other,177.18,Approved,177.18,Approve in Full,22.0,0.0
2005030977329,2005-02-01 00:00:00,2004-11-15 00:00:00,MEM,Memphis International Airport,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),300.0,Settled,100.0,Settle,78.0,200.0
2005063087915,2005-06-28 00:00:00,2005-06-12 00:00:00,DFW,Dallas-Fort Worth International Airport,,Property Damage,Checked Baggage,Other,1263.41,Denied,0.0,Deny,16.0,1263.41
2004100664696,2004-08-24 00:00:00,2004-07-25 00:00:00,SEA,Seattle-Tacoma International,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),425.0,Denied,0.0,Deny,30.0,425.0
2006121317019,2006-12-05 00:00:00,2006-10-27 00:00:00,LAX,Los Angeles International Airport,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),150.0,Approved,150.0,Approve in Full,39.0,0.0
2004061055480,2004-05-10 00:00:00,2004-03-18 00:00:00,LIH,Lihue Airport,Continental Airlines,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),83.48,Approved,83.48,Approve in Full,53.0,0.0
0515031L,2003-05-15 00:00:00,2003-04-17 00:00:00,RSW,Southwest Florida International,Southwest Airlines,Property Damage,Checked Baggage,Locks,150.0,Denied,0.0,Deny,28.0,150.0
2005011073321,2004-12-21 00:00:00,2004-12-05 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checkpoint,Other,429.99,Settled,326.49,Settle,16.0,103.5
2005102495046,2005-10-17 00:00:00,2005-09-10 00:00:00,UNV,University Park Airport,USAir,Passenger Property Loss,Checkpoint,Cameras - Digital,210.34,Approved,210.34,Approve in Full,37.0,0.0
1030091M,2003-10-30 00:00:00,2003-10-18 00:00:00,,,,Property Damage,Checked Baggage,Other,25.0,Approved,25.0,Approve in Full,12.0,0.0
2012071895504,2012-06-12 00:00:00,2012-01-26 05:20:00,GUM,Guam,,Passenger Property Loss,,Personal Electronics,0.0,Deny,,,137.0,
2006041404521,2006-04-04 00:00:00,2006-03-14 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,100.0,Approved,100.0,Approve in Full,21.0,0.0
2010083075453,2010-08-31 00:00:00,2010-08-08 00:00:00,IAD,Washington Dulles International,UAL  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,2500.0,Settle,,,23.0,
2004120468525,2004-10-20 00:00:00,2004-10-05 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,,Checked Baggage,Other,21.49,Denied,21.49,Deny,15.0,0.0
2006012300146,2006-01-18 00:00:00,2006-01-15 00:00:00,MEM,Memphis International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cameras - Digital,84.99,Denied,0.0,Deny,3.0,84.99
2007061326865,2007-06-08 00:00:00,2007-06-06 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Other,68.95,Approved,68.95,Approve in Full,2.0,0.0
2010042371101,2010-04-20 00:00:00,2010-02-28 13:30:00,BOS,Boston (Logan) International Airport ,American Airlines  ,Passenger Property Loss,Checkpoint,Personal Accessories,324.45,Settle,,,50.0,
2005031277891,2005-02-08 00:00:00,2005-01-16 00:00:00,MIA,Miami International Airport,American Airlines,Property Damage,Checked Baggage,Locks,234.29,Denied,0.0,Deny,23.0,234.29
2005021476115,2005-01-26 00:00:00,2004-12-19 00:00:00,DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,480.0,Denied,0.0,Deny,38.0,480.0
2010012868004,2010-01-22 00:00:00,2010-01-17 18:30:00,MKE,General Mitchell International Airport,Midwest Express Airlines  ,Property Damage,Checkpoint,Other,175.0,Settle,,,4.0,
X5,2002-12-16 00:00:00,2002-11-02 00:00:00,LAX,Los Angeles International Airport,,,Checkpoint,Clothing - Shoes; belts; accessories; etc.,89.99,Canceled,0.0,,44.0,89.99
2005072989860,2005-07-26 00:00:00,2005-05-19 00:00:00,EWR,Newark International Airport,Continental Airlines,Property Damage,Checkpoint,Computer - Laptop,183.44,Approved,183.44,Approve in Full,68.0,0.0
2005103195383,2005-10-21 00:00:00,2005-09-26 00:00:00,LAS,McCarran International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,79.95,Approved,79.95,Approve in Full,25.0,0.0
2015121727662,2015-12-02 00:00:00,2015-10-30 00:00:00,PIA,Greater Peoria,Allegiant Air,Property Damage,Checked Baggage,Baggage/Cases/Purses,,,,,33.0,
0616029L,2003-06-16 00:00:00,2003-03-05 00:00:00,SAN,San Diego International,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),26.0,Settled,13.0,Settle,103.0,13.0
2013102808105,2013-09-23 00:00:00,2013-09-16 00:00:00,TRI,Tri-Cities Regional,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.0,Deny,,,7.0,
2007032022537,2007-03-07 00:00:00,2007-03-04 00:00:00,,,USAir,Passenger Property Loss,Checked Baggage,Cell Phones; Jewelry - Costume,120.0,Insufficient; one of the following items required: sum certain; statement of fact; signature; location of incident; and date.,,,3.0,
2004092263446,2004-08-03 00:00:00,2004-07-10 00:00:00,JFK,John F. Kennedy International,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,346.05,Canceled,0.0,,24.0,346.05
2011062484637,2011-06-14 00:00:00,2011-06-03 00:00:00,EWR,Newark International Airport,Continental Airlines  ,Passenger Property Loss,Checked Baggage,Medical/Science,250.0,Approve in Full,,,11.0,
0422028L,2003-04-22 00:00:00,2003-03-13 00:00:00,,,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),32.48,Settled,16.24,Settle,40.0,16.24
0421036L,2003-04-21 00:00:00,2003-03-12 00:00:00,PHL,Philadelphia International Airport,,Property Damage,Checkpoint,Luggage (all types including footlockers),32.0,Approved,32.0,Approve in Full,40.0,0.0
2012072695739,2014-02-03 00:00:00,2012-02-04 00:00:00,ZZZ,Unspecified Personal Injury,,Personal Injury,Other,,0.0,Deny,,,730.0,
0826060M,2003-08-26 00:00:00,2003-05-13 00:00:00,MCO,Orlando International Airport,,Property Damage,Checked Baggage,Luggage (all types including footlockers),149.99,Settled,50.0,Settle,105.0,99.99000000000001
0925084M,2003-09-25 00:00:00,2003-07-28 00:00:00,,,,,Other,Other,,Settled,85.0,Settle,59.0,
2006050905763,2006-05-04 00:00:00,2006-04-21 00:00:00,FAY,Fayetteville Regional,USAir,Passenger Property Loss,Checked Baggage,Jewelry - Fine,149.53,Settled,75.0,Settle,13.0,74.53
2005021175969,2005-01-21 00:00:00,2004-12-19 00:00:00,SFO,San Francisco International,,Property Damage,Checked Baggage,Other,500.0,Closed as a contractor claim,0.0,,33.0,500.0
2011012579721,2011-01-07 00:00:00,2010-12-26 11:14:00,EWR,Newark International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,0.0,Deny,,,11.0,
2011100787666,2011-10-08 00:00:00,2011-07-23 20:30:00,DTW,Detroit Metropolitan Wayne County Airport,Spirit Airlines,Property Damage,Checked Baggage,,0.0,Deny,,,76.0,
2005072989907,2006-07-26 00:00:00,2005-07-08 00:00:00,CMH,Port Columbus International,America West,Property Damage,Checked Baggage,Locks,180.0,Settled,70.0,Settle,383.0,110.0
2013021301363,2013-01-22 00:00:00,2012-12-30 00:00:00,DAY,James M. Cox Dayton International,USAir  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0.0,Deny,,,23.0,
2008032141391,2008-03-17 00:00:00,2008-02-19 00:00:00,SAN,San Diego International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,595.88,Denied,0.0,Deny,27.0,595.88
2014041613286,2014-04-11 00:00:00,2014-04-07 00:00:00,LGA,LaGuardia ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,100.0,Approve in Full,,,4.0,
1117405M,2003-11-17 00:00:00,2003-10-25 00:00:00,PIT,Pittsburgh International Airport,Delta Air Lines,Property Damage,Checkpoint,Other,200.0,Denied,200.0,Deny,23.0,0.0
2006100413613,2006-09-27 00:00:00,2006-06-10 00:00:00,TPA,Tampa International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Locks,11.25,Denied,0.0,Deny,109.0,11.25
2011110988848,2011-10-26 00:00:00,2011-10-09 03:00:00,JFK,John F. Kennedy International,Jet Blue,Property Damage,Checkpoint,Clothing,36.12,Approve in Full,,,16.0,
2005052485393,2005-05-20 00:00:00,2005-04-12 00:00:00,LGA,LaGuardia,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,300.0,Denied,0.0,Deny,38.0,300.0
2008121253372,2008-12-08 00:00:00,2008-07-24 00:00:00,BOS,Boston (Logan) International Airport,Northwest Airlines,Property Damage,Checked Baggage,Computer - Laptop,440.0,Denied,0.0,Deny,137.0,440.0
2013090506552,2013-07-24 00:00:00,2013-06-21 16:30:00,MIA,Miami International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Other,,,,,32.0,
0313015L,2003-03-13 00:00:00,,,,Northwest Airlines,,Other,Luggage (all types including footlockers),,Insufficient; one of the following items required: sum certain; statement of fact; signature; location of incident; and date.,,,,
2009051858741,2009-05-01 00:00:00,2009-04-07 00:00:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,321.62,Denied,0.0,Deny,24.0,321.62
2008011437813,2008-01-08 00:00:00,2007-07-07 00:00:00,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checked Baggage,MP3 Players-(iPods; etc); Other,323.62,Denied,0.0,Deny,185.0,323.62
2005060185651,2005-05-24 00:00:00,2005-04-27 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,50.0,Denied,0.0,Deny,27.0,50.0
2005102895350,2005-10-21 00:00:00,2005-09-28 00:00:00,GSP,Greenville-Spartanburg,UAL,Passenger Property Loss,Checked Baggage,Luggage (all types including footlockers),6.5,Approved,6.5,Approve in Full,23.0,0.0
2009031456245,2009-02-17 00:00:00,2009-01-30 00:00:00,LGA,LaGuardia,Delta Air Lines,Property Damage,Checkpoint,Luggage (all types including footlockers),1106.85,Settled,1056.33,Settle,18.0,50.51999999999998
2006061407967,2006-06-13 00:00:00,2006-06-05 00:00:00,MEM,Memphis International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Lighters - (cigar; cigerette; etc.),22.35,Approved,22.35,Approve in Full,8.0,0.0
2005041382478,2005-04-12 00:00:00,2005-04-02 00:00:00,EWR,Newark International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),100.0,Denied,0.0,Deny,10.0,100.0
