Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item,Claim Amount,Status,Close Amount,Disposition,Day Difference,Amount Differences
2010071973865,2010-07-13 00:00:00,2010-06-24 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Food & Drink,0.0,Deny,,,19.0,
2013012400298,2012-11-18 00:00:00,2012-11-07 00:00:00,LGA,LaGuardia ,Spirit Airlines,Passenger Property Loss,Checked Baggage,Other,0.0,Deny,,,11.0,
2012051493871,2012-04-19 00:00:00,2012-04-11 00:00:00,PHL,Philadelphia International Airport,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.0,Deny,,,8.0,
2012092297057,2012-08-13 00:00:00,2012-08-03 08:30:00,LAX,Los Angeles International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,189.99,Approve in Full,,,9.0,
2012081696008,2012-07-02 00:00:00,2012-03-18 00:00:00,ALB,Albany International,USAir  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,75.0,Approve in Full,,,106.0,
0909144M,2003-09-09 00:00:00,2003-08-30 00:00:00,MIA,Miami International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,350.0,Settled,175.0,Settle,10.0,175.0
2005101794636,2005-10-07 00:00:00,2005-10-01 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checkpoint,Luggage (all types including footlockers),60.0,Approved,60.0,Approve in Full,6.0,0.0
2010081174715,2010-08-02 00:00:00,2010-07-12 09:00:00,SMF,Sacramento International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Cameras,0.0,Deny,,,20.0,
0606005L,2003-06-06 00:00:00,2003-05-10 00:00:00,MCO,Orlando International Airport,,Property Damage,Checked Baggage,Locks,245.0,Denied,0.0,Deny,27.0,245.0
2004091362749,2004-07-19 00:00:00,2004-07-04 00:00:00,EWR,Newark International Airport,,Passenger Property Loss,Checked Baggage,Other,97.0,Approved,97.0,Approve in Full,15.0,0.0
2005012874720,2005-01-10 00:00:00,2004-12-17 00:00:00,BNA,Nashville International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,120.0,Settled,60.0,Settle,24.0,60.0
2005051884922,2005-05-16 00:00:00,2005-04-11 00:00:00,LAX,Los Angeles International Airport,USAir,Property Damage,Checked Baggage,Computer - Laptop,1100.0,Denied,0.0,Deny,35.0,1100.0
2014060314369,2014-05-29 00:00:00,2014-05-19 00:00:00,DCA,Ronald Reagan Washington National Airport,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,95.6,Approve in Full,,,10.0,
2004110366228,2004-09-29 00:00:00,2004-08-19 00:00:00,LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Other,Other,738.0,Denied,738.0,Deny,41.0,0.0
2011080585817,2011-07-19 00:00:00,2011-07-01 17:35:00,SJU,Luis Munoz Marin International,American Eagle  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,0.0,Deny,,,17.0,
2006022702201,2006-02-22 00:00:00,2006-01-04 00:00:00,IAD,Washington Dulles International,USAir,Passenger Property Loss,Checked Baggage,Other,58.51,Denied,0.0,Deny,49.0,58.51
2007032122681,2007-03-19 00:00:00,2006-10-22 00:00:00,LAS,McCarran International,Frontier Airlines,Property Damage,Checked Baggage,Locks; Luggage (all types including footlockers),104.99,Denied,0.0,Deny,148.0,104.99
2010091576000,2010-09-09 00:00:00,2010-08-30 16:39:00,RDU,Raleigh-Durham International,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,0.0,Deny,,,9.0,
2007010318231,2006-12-29 00:00:00,2006-12-26 00:00:00,HNL,Honolulu International Airport,ATA Aerocondor,Passenger Property Loss,Checked Baggage,Cameras - Digital,250.0,Settled,87.58,Settle,3.0,162.42000000000002
2013112509630,2013-11-19 00:00:00,2013-10-07 00:00:00,EWR,Newark International Airport,British Airways  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.0,Deny,,,43.0,
0529118L,2003-05-29 00:00:00,2003-02-27 00:00:00,LAX,Los Angeles International Airport,Alaska Airlines,,Checked Baggage,Jewelry - Fine,1950.0,Denied,0.0,Deny,91.0,1950.0
2006051706491,2006-05-16 00:00:00,2006-03-01 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,600.0,Denied,0.0,Deny,76.0,600.0
2005121397588,2005-11-28 00:00:00,2005-11-12 00:00:00,PHL,Philadelphia International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Currency,1050.0,Approved,1050.0,Approve in Full,16.0,0.0
2005082391291,2005-08-11 00:00:00,2005-07-04 00:00:00,RNO,Reno/Tahoe International,Southwest Airlines,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),713.8,Approved,713.8,Approve in Full,38.0,0.0
2012020890786,2012-01-03 00:00:00,2011-12-16 00:00:00,IAH,Houston - George Bush Intercontinental Airport,,Property Damage,Checkpoint,Baggage/Cases/Purses,0.0,Deny,,,18.0,
2013062604815,2013-06-24 00:00:00,2013-06-12 15:30:00,ELP,El Paso International Airport,USAir  ,,Checkpoint,,90.0,Settle,,,11.0,
2014072315378,2014-07-21 00:00:00,2014-07-14 00:00:00,HNL,Honolulu International Airport,UAL  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,0.0,Deny,,,7.0,
2012092897238,2012-08-10 00:00:00,2012-08-06 00:00:00,BOS,Boston (Logan) International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Other,0.0,Deny,,,4.0,
2005032379492,2005-03-07 00:00:00,2004-12-29 00:00:00,PDX,Portland International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,1925.0,Denied,0.0,Deny,68.0,1925.0
2007092532479,2007-09-24 00:00:00,2007-09-15 00:00:00,SJU,Luis Munoz Marin International,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.); Locks,409.98,Denied,0.0,Deny,9.0,409.98
2013032702816,2013-03-08 00:00:00,2013-03-07 08:45:00,F,Foreign airport,British Airways  ,Passenger Property Loss,Checked Baggage,Clothing; Travel Accessories,0.0,Deny,,,0.0,
2005031177723,2005-02-03 00:00:00,2005-01-25 00:00:00,LAS,McCarran International,,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,299.0,Settled,104.65,Settle,9.0,194.35
2005052485400,2005-05-18 00:00:00,2005-04-23 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Cameras - Digital,525.92,Settled,371.75,Settle,25.0,154.16999999999996
2014010810613,2014-01-02 00:00:00,2013-12-09 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines  ,Passenger Property Loss,Checkpoint,Food & Drink,9.99,Approve in Full,,,24.0,
2015072424211,2015-07-15 00:00:00,2015-07-11 00:00:00,MCO,Orlando International Airport,UAL,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches,0.0,Deny,,,4.0,
2005091492487,2005-09-06 00:00:00,2005-07-14 00:00:00,GSP,Greenville-Spartanburg,Delta Air Lines,Passenger Property Loss,Checkpoint,Other,314.94,Denied,0.0,Deny,54.0,314.94
2005020475631,2005-01-19 00:00:00,2005-12-28 00:00:00,STL,Lambert St. Louis International,American Airlines,Passenger Property Loss,Checked Baggage,Other,94.98,Approved,94.98,Approve in Full,-343.0,0.0
2004082661344,2004-07-27 00:00:00,2004-07-20 00:00:00,MIA,Miami International Airport,,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,950.0,Denied,0.0,Deny,7.0,950.0
2010071273544,2010-07-02 00:00:00,2010-06-18 10:15:00,PHX,Phoenix Sky Harbor International,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,0.0,Deny,,,13.0,
2004051151008,2004-03-24 00:00:00,2004-03-11 00:00:00,MCO,Orlando International Airport,,Passenger Property Loss,Checked Baggage,Other,83.53,Denied,0.0,Deny,13.0,83.53
2005110895765,2005-10-28 00:00:00,2005-10-01 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Locks,21.35,Approved,21.35,Approve in Full,27.0,0.0
0923138M,2003-09-23 00:00:00,2003-09-05 00:00:00,ANC,Ted Stevens Anchorage International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,516.0,Settled,343.53,Settle,18.0,172.47000000000003
2006092713362,2006-09-25 00:00:00,2006-09-11 00:00:00,CLT,Charlotte/Douglas International Airport,USAir,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,69.99,Approved,69.99,Approve in Full,14.0,0.0
2008071747073,2008-07-11 00:00:00,2008-06-17 00:00:00,MCO,Orlando International Airport,,Property Damage,Checked Baggage,Locks; Luggage (all types including footlockers),32.0,Denied,0.0,Deny,24.0,32.0
2005082591514,2005-08-18 00:00:00,2005-07-10 00:00:00,ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,276.82,Settled,138.41,Settle,39.0,138.41
2015121527551,2015-11-10 00:00:00,2015-06-16 00:00:00,IAH,Houston - George Bush Intercontinental Airport,UAL,Passenger Property Loss,Checked Baggage,Clothing,97.43,Approve in Full,,,147.0,
1121125M,2003-11-21 00:00:00,,LAX,Los Angeles International Airport,,Passenger Property Loss,Checked Baggage,Other,129.18,Approved,129.18,Approve in Full,,0.0
0506081L,2003-05-06 00:00:00,2003-02-27 00:00:00,STL,Lambert St. Louis International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,20.0,Approved,20.0,Approve in Full,68.0,0.0
2010101877051,2010-10-12 00:00:00,2010-09-26 10:50:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.0,Deny,,,15.0,
2013111809495,2013-11-13 00:00:00,2013-08-11 00:00:00,PHX,Phoenix Sky Harbor International,British Airways  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Travel Accessories,,,,,94.0,
2010062172867,2010-06-14 00:00:00,2010-05-14 00:00:00,ORD,Chicago O'Hare International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,,0.0,Deny,,,31.0,
2009051858780,2009-05-01 00:00:00,2009-04-22 00:00:00,MSP,Minneapolis/ St.Paul International Airport,,Property Damage,Checked Baggage,Luggage (all types including footlockers),100.0,Denied,0.0,Deny,9.0,100.0
2005040781819,2005-05-05 00:00:00,2005-03-21 00:00:00,MYR,Myrtle Beach International,,Passenger Property Loss,Checked Baggage,Other,300.0,Settled,244.29,Settle,45.0,55.71000000000001
2007120335889,2007-11-27 00:00:00,2007-11-04 00:00:00,GSO,Piedmont Triad International Airport,USAir,Passenger Property Loss,Checked Baggage,Locks,6.37,Approved,6.37,Approve in Full,23.0,0.0
2005033180757,2005-03-23 00:00:00,2005-03-08 00:00:00,SAT,San Antonio International,UAL,Passenger Property Loss,Checked Baggage,Other,63.95,Denied,0.0,Deny,15.0,63.95
2007091732038,2007-09-13 00:00:00,2007-09-08 00:00:00,DEN,Denver International Airport,Mexicana,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies (footballs; parachutes; etc.),47.0,Denied,0.0,Deny,5.0,47.0
2008041042290,2008-04-08 00:00:00,2008-02-27 00:00:00,JFK,John F. Kennedy International,Turkish Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cell Phones,1940.0,Denied,0.0,Deny,41.0,1940.0
2009012654934,2009-01-15 00:00:00,2008-11-24 00:00:00,PHL,Philadelphia International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Toys - Other (including games; toys; play dolls etc.),47.69,Denied,0.0,Deny,52.0,47.69
2008110451826,2008-10-27 00:00:00,2008-10-18 00:00:00,LAX,Los Angeles International Airport,,Property Damage,Checkpoint,Baby - Strollers; car seats; playpen; etc.,370.0,Approved,370.0,Approve in Full,9.0,0.0
2005022276619,2005-01-27 00:00:00,2005-01-08 00:00:00,ITO,Hilo International,Continental Airlines,Passenger Property Loss,Checked Baggage,Other,150.0,Settled,50.0,Settle,19.0,100.0
2006110315117,2006-10-27 00:00:00,2006-10-12 00:00:00,IAD,Washington Dulles International,UAL,Passenger Property Loss,Checked Baggage,Alcoholic beverages; Clothing - Shoes; belts; accessories; etc.,700.0,Denied,0.0,Deny,15.0,700.0
0911010M,2003-09-11 00:00:00,2003-08-15 00:00:00,LAX,Los Angeles International Airport,American Airlines,,Checked Baggage,Luggage (all types including footlockers),15.0,Settled,7.5,Settle,27.0,7.5
1208264M,2003-12-08 00:00:00,2003-10-06 00:00:00,,,UAL,Property Damage,Checked Baggage,Other,30.0,Insufficient; one of the following items required: sum certain; statement of fact; signature; location of incident; and date.,,,63.0,
2005110195500,2005-10-24 00:00:00,2005-10-17 00:00:00,RIC,Richmond International,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,54.13,Settled,27.06,Settle,7.0,27.070000000000004
0617164L,2003-06-17 00:00:00,2003-05-22 00:00:00,EWR,Newark International Airport,American Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,500.0,Denied,0.0,Deny,26.0,500.0
2012120599093,2012-11-05 00:00:00,2012-07-24 00:00:00,CRP,Corpus Christi International,UAL  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,0.0,Deny,,,104.0,
2004082761444,2004-07-23 00:00:00,2002-06-30 00:00:00,IND,Indianapolis International,,Property Damage,Checked Baggage,Other,50.0,Denied,0.0,Deny,754.0,50.0
2009011354390,2009-01-06 00:00:00,2008-12-30 00:00:00,ELM,Elmira Corning International,Northwest Airlines,Property Damage,Checked Baggage,,60.19,Denied,0.0,Deny,7.0,60.19
2014053014321,2014-05-22 00:00:00,2014-05-14 00:00:00,JAN,Jackson International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,146.04,Settle,,,8.0,
2005041282319,2005-04-12 00:00:00,2005-04-01 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,65.45,Approved,65.45,Approve in Full,11.0,0.0
2011020379911,2011-01-11 00:00:00,2011-01-04 00:00:00,EWR,Newark International Airport,Continental Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,0.0,Deny,,,7.0,
2005093093528,2005-09-20 00:00:00,2005-07-16 00:00:00,PHX,Phoenix Sky Harbor International,America West,Property Damage,Checked Baggage,Other,30.0,Denied,0.0,Deny,66.0,30.0
2006042505314,2006-04-21 00:00:00,2006-03-21 00:00:00,IND,Indianapolis International,Air Tran Airlines(do not use),Property Damage,Checked Baggage,Luggage (all types including footlockers),329.99,Approved,329.99,Approve in Full,31.0,0.0
0825004M,2003-08-25 00:00:00,2003-07-13 00:00:00,DFW,Dallas-Fort Worth International Airport,,Property Damage,Checkpoint,Cameras - Digital,659.11,Denied,0.0,Deny,43.0,659.11
2007112935674,2007-11-26 00:00:00,2007-10-24 00:00:00,AEX,Alexandria International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.); Other,256.02,Settled,128.01,Settle,33.0,128.01
0107321M,2004-01-07 00:00:00,2003-12-03 00:00:00,,,,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,60.0,Approved,60.0,Approve in Full,35.0,0.0
1006119M,2003-10-06 00:00:00,2003-09-05 00:00:00,EWR,Newark International Airport,Continental Airlines,Property Damage,Checked Baggage,Other,79.99,Approved,79.99,Approve in Full,31.0,0.0
2006102114304,2006-10-17 00:00:00,2006-10-07 00:00:00,LAX,Los Angeles International Airport,American Airlines,Employee Loss (MPCECA),Checked Baggage,,509.11,Denied,0.0,Deny,10.0,509.11
2006032703711,2006-03-21 00:00:00,2006-03-10 00:00:00,IAD,Washington Dulles International,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),200.0,Settled,100.0,Settle,11.0,100.0
21011,2003-01-21 00:00:00,2002-11-15 00:00:00,DCA,Ronald Reagan Washington National Airport,,,Other,Other,326.0,Canceled,,,67.0,
2011102888496,2011-10-26 00:00:00,2011-10-01 00:00:00,TPA,Tampa International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Other,0.0,Deny,,,25.0,
2006121517226,2006-12-11 00:00:00,2006-12-08 00:00:00,MSY,New Orleans International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,69.0,Denied,0.0,Deny,3.0,69.0
2012101597587,2012-08-24 00:00:00,2012-08-10 13:30:00,BOS,Boston (Logan) International Airport ,USAir  ,Property Damage,Checked Baggage,Computer & Accessories,0.0,Deny,,,13.0,
2007073129408,2007-07-27 00:00:00,2007-06-22 00:00:00,SAN,San Diego International,UAL,Passenger Property Loss,Checked Baggage,Boxes - Jewelry; Cigarette; Music; etc.,154.0,Denied,0.0,Deny,35.0,154.0
0129016L,2003-01-29 00:00:00,2003-01-08 00:00:00,JAX,Jacksonville International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,395.89,Settled,197.95,Settle,21.0,197.94
2015111026767,2015-10-21 00:00:00,2015-09-24 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,0.0,Deny,,,27.0,
2005031478046,2005-02-11 00:00:00,2004-11-03 00:00:00,ICT,Wichita Mid-Continent,,Passenger Property Loss,Checked Baggage,Other,400.0,Settled,100.0,Settle,100.0,300.0
0925449M,2003-09-25 00:00:00,2003-09-10 00:00:00,,,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),150.0,Settled,75.0,Settle,15.0,75.0
2013031202533,2013-03-05 00:00:00,2013-03-05 09:00:00,PHX,Phoenix Sky Harbor International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,,,,,-1.0,
2006070709126,2006-07-06 00:00:00,2006-06-24 00:00:00,PHL,Philadelphia International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,300.0,Denied,0.0,Deny,12.0,300.0
0923129M,2003-09-23 00:00:00,2003-09-16 00:00:00,LAX,Los Angeles International Airport,,Property Damage,Checked Baggage,Other,320.0,Settled,160.0,Settle,7.0,160.0
2013091706997,2013-08-01 00:00:00,2013-07-20 10:00:00,PHL,Philadelphia International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Other,0.0,Deny,,,11.0,
2007012219070,2007-01-12 00:00:00,2006-12-29 00:00:00,COS,Colorado Springs Municipal,American Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Medicines; Medicines,53.0,Settled,26.5,Settle,14.0,26.5
0114538M,2004-01-14 00:00:00,2003-12-29 00:00:00,COS,Colorado Springs Municipal,UAL,Passenger Property Loss,Checked Baggage,Other,70.0,Settled,35.0,Settle,16.0,35.0
2005012774611,2005-01-10 00:00:00,2004-12-17 00:00:00,SLC,Salt Lake City International Airport,,Passenger Property Loss,Checked Baggage,DVD/CD Players,800.0,Settled,496.67,Settle,24.0,303.33
2007101733507,2007-10-12 00:00:00,2007-08-27 00:00:00,LGA,LaGuardia,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),24.0,Settled,12.0,Settle,46.0,12.0
2009052659448,2009-05-19 00:00:00,2009-05-16 00:00:00,DEN,Denver International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Costume,100.0,Denied,0.0,Deny,3.0,100.0
2008030640560,2008-02-27 00:00:00,2008-02-17 00:00:00,OGG,Kahului-Maui; HI,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,50.0,Settled,25.0,Settle,10.0,25.0
2015081824955,2015-08-17 00:00:00,2015-08-08 00:00:00,LAS,McCarran International,UAL,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.0,Deny,,,9.0,
2007092632618,2007-09-24 00:00:00,2007-08-24 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Property Damage,Checkpoint,DVD/CD Players,189.99,Denied,0.0,Deny,31.0,189.99
0604020L,2003-06-04 00:00:00,2003-05-27 00:00:00,PHX,Phoenix Sky Harbor International,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),60.0,Settled,30.0,Settle,8.0,30.0
2009081362564,2009-08-11 00:00:00,2009-08-06 00:00:00,LAS,McCarran International,Delta (Song),Passenger Property Loss,Checked Baggage,Toys (game systems; cartridges; radio controlled cars; etc.),680.0,Denied,0.0,Deny,5.0,680.0
2013103108414,2013-09-19 00:00:00,2013-08-24 11:20:00,PBI,Palm Beach International,USAir  ,Passenger Property Loss,Checked Baggage,Food & Drink,,,,,25.0,
2008101451072,2008-10-08 00:00:00,2008-09-11 00:00:00,PDX,Portland International,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),86.37,Denied,0.0,Deny,27.0,86.37
2005032279313,2005-03-01 00:00:00,2005-02-19 00:00:00,ORD,Chicago O'Hare International Airport,,Passenger Property Loss,Checked Baggage,Other,57.0,Approved,57.0,Approve in Full,10.0,0.0
1002104M,2003-10-02 00:00:00,2003-09-10 00:00:00,LGA,LaGuardia,UAL,Property Damage,Checked Baggage,Locks,103.05,Settled,51.02,Settle,22.0,52.029999999999994
2006112015897,2006-11-13 00:00:00,2006-11-02 00:00:00,LGA,LaGuardia,American Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,1005.49,Denied,0.0,Deny,11.0,1005.49
2007050124797,2007-04-27 00:00:00,2007-02-12 00:00:00,JAX,Jacksonville International,USAir,Passenger Property Loss,Checked Baggage,MP3 Players-(iPods; etc),329.0,Denied,0.0,Deny,74.0,329.0
1002125M,2003-10-02 00:00:00,2003-06-18 00:00:00,,,Delta Air Lines,Property Damage,Checkpoint,Cameras - Digital,175.0,Denied,0.0,Deny,106.0,175.0
2005031077513,2005-02-04 00:00:00,2004-12-22 00:00:00,SJT,San Angelo Regional,,Property Damage,Checked Baggage,Other,50.0,Approved,50.0,Approve in Full,44.0,0.0
0203374M,2004-02-03 00:00:00,2003-11-17 00:00:00,,,,Property Damage,Checkpoint,Luggage (all types including footlockers),70.0,Approved,70.0,Approve in Full,78.0,0.0
2015091825452,2015-09-04 00:00:00,2015-08-04 00:00:00,SAT,San Antonio International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items; Other,72.0,Settle,,,31.0,
2004101865095,2004-09-20 00:00:00,2004-05-29 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),50.0,Denied,0.0,Deny,114.0,50.0
2006091812768,2006-09-07 00:00:00,2006-07-14 00:00:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Clothing - Shoes; belts; accessories; etc.; Locks,976.23,Denied,0.0,Deny,55.0,976.23
0902045M,2003-09-02 00:00:00,2003-07-25 00:00:00,,,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,80.0,Approved,80.0,Approve in Full,39.0,0.0
2011111488927,2011-11-01 00:00:00,2011-10-29 11:00:00,JFK,John F. Kennedy International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,0.0,Deny,,,2.0,
2012052494240,2012-05-04 00:00:00,2012-04-30 00:00:00,LAS,McCarran International,Allegiant Air,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.0,Deny,,,4.0,
0925421M,2003-09-25 00:00:00,2003-09-01 00:00:00,SAN,San Diego International,,Passenger Property Loss,Checked Baggage,Other,100.0,Settled,50.0,Settle,24.0,50.0
2004052853809,2004-03-18 00:00:00,2004-02-26 00:00:00,HOU,William P. Hobby,,Property Damage,Checked Baggage,Other,660.0,Settled,350.46,Settle,21.0,309.54
2004081261309,2004-07-16 00:00:00,2004-06-26 00:00:00,LAX,Los Angeles International Airport,,Property Damage,Checked Baggage,Luggage (all types including footlockers),259.99,Denied,0.0,Deny,20.0,259.99
2007101033211,2007-10-03 00:00:00,2007-07-08 00:00:00,SYR,Syracuse-Hancock International,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),64.8,Denied,0.0,Deny,87.0,64.8
2009081162484,2009-08-07 00:00:00,2009-08-01 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,460.0,Canceled,,,6.0,
2004100464404,2004-08-24 00:00:00,2004-07-10 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Other,377.0,Settled,146.91,Settle,45.0,230.09
2013020801285,2013-01-14 00:00:00,2013-01-09 00:00:00,JFK,John F. Kennedy International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,0.0,Deny,,,5.0,
2008031741148,2008-03-10 00:00:00,2008-02-16 00:00:00,LAX,Los Angeles International Airport,UAL,Passenger Property Loss,Checkpoint,Currency; Other,137.0,Denied,0.0,Deny,23.0,137.0
0105096M,2004-01-05 00:00:00,2003-12-02 00:00:00,BDL,Bradley International Airport,,Property Damage,Checkpoint,Other,16.4,Denied,16.4,Deny,34.0,0.0
2010071573745,2010-07-06 00:00:00,2010-06-15 00:00:00,SGF,Springfield-Branson National Airport,Allegiant Air,Property Damage,Checked Baggage,Clothing; Cosmetics & Grooming,0.0,Deny,,,21.0,
0627032M,2003-06-27 00:00:00,2003-04-19 00:00:00,SJC,Norman Y Mineta San Jose International,American Airlines,Passenger Property Loss,Checked Baggage,Cell Phones,158.97,Settled,143.38,Settle,69.0,15.590000000000003
2010090575673,2010-08-30 00:00:00,2010-08-21 07:15:00,LAX,Los Angeles International Airport ,UAL  ,Passenger Property Loss,Checkpoint,Other,0.0,Deny,,,8.0,
2004051752494,2004-04-01 00:00:00,2004-02-23 00:00:00,PHX,Phoenix Sky Harbor International,,Passenger Property Loss,Checked Baggage,Other,922.5,Denied,0.0,Deny,38.0,922.5
2005022276543,2005-01-26 00:00:00,2004-12-26 00:00:00,RIC,Richmond International,USAir,Property Damage,Checked Baggage,Luggage (all types including footlockers),150.0,Settled,50.0,Settle,31.0,100.0
2008070946674,2008-07-02 00:00:00,2008-05-15 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Passenger Property Loss,Checkpoint,Eyeglasses - (including contact lenses),59.99,Approved,59.99,Approve in Full,48.0,0.0
2005013175109,2005-01-18 00:00:00,2004-12-31 00:00:00,DFW,Dallas-Fort Worth International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cameras - Digital,300.0,Denied,,Deny,18.0,
2006110315135,2006-10-30 00:00:00,2006-10-23 00:00:00,KOA,Kona International,Hawaiian Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Jewelry - Fine,490.62,Denied,0.0,Deny,7.0,490.62
2011102188262,2011-10-07 00:00:00,2011-09-07 00:00:00,MCO,Orlando International Airport,TACA airlines,Passenger Property Loss,Checked Baggage,Cameras,205.0,Approve in Full,,,30.0,
2013112509654,2013-11-22 00:00:00,2013-11-13 05:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,,,,,8.0,
